5.530135647263000283e+04 1.365000000000000036e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.540420996167999692e+04 1.344500000000000028e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.543519977589000337e+04 1.344599999999999973e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.549703440080000291e+04 1.352999999999999936e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.580619465096999920e+04 1.349400000000000155e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.582015417455999705e+04 1.358099999999999952e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.582413415156999690e+04 1.353999999999999915e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.582513727176000248e+04 1.344599999999999973e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.582612698991000070e+04 1.346199999999999974e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.582806911569999647e+04 1.347400000000000020e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.583205584505000297e+04 1.343599999999999994e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.587000962538000022e+04 1.346299999999999919e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.610209820813999977e+04 1.343999999999999950e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.611004592664999655e+04 1.346099999999999852e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.611309216682000260e+04 1.346700000000000053e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.611415460077999887e+04 1.346000000000000085e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.613721296848999918e+04 1.344999999999999929e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.614323182693000126e+04 1.364099999999999824e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.614426708068999869e+04 1.355000000000000071e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.615416338451000047e+04 1.362800000000000011e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.617117885863999982e+04 1.344200000000000017e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.617218277436999779e+04 1.353900000000000148e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.618514497151999967e+04 1.359299999999999997e+01 8.000000000000000167e-02 -2.000000000000000000e+00
5.618715967305999948e+04 1.352400000000000091e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.618913399965000281e+04 1.348000000000000043e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.619812577210999734e+04 1.344400000000000084e+01 1.100000000000000110e-02 -1.000000000000000000e+00
5.620109927610999875e+04 1.343700000000000117e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.621407725871999719e+04 1.365400000000000169e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.621705505147000076e+04 1.359700000000000131e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.622503658484000334e+04 1.368500000000000050e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.622603554006000195e+04 1.351599999999999824e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.623002360269999917e+04 1.347700000000000031e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.623601480497999728e+04 1.375500000000000078e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.623800374534000002e+04 1.345900000000000141e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.642340348626000196e+04 1.344500000000000028e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.643740645709000091e+04 1.352900000000000169e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.651999856407000334e+04 1.350799999999999912e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.654318433078999806e+04 1.344900000000000162e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.658202515429999767e+04 1.365000000000000036e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.658303276580999955e+04 1.350000000000000000e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.658703517671999725e+04 1.347599999999999909e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.658904191087999789e+04 1.362199999999999989e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.659103714336999838e+04 1.342099999999999937e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.659303121480999835e+04 1.372799999999999976e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.659901223190000019e+04 1.341200000000000081e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.671538209294000262e+04 1.346000000000000085e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.674430545495999831e+04 1.352999999999999936e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.680816980802000035e+04 1.347099999999999831e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.680817527071999939e+04 1.348599999999999888e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.681316324165999686e+04 1.345299999999999940e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.681316879270999925e+04 1.345299999999999940e+01 1.000000000000000021e-02 -1.000000000000000000e+00
